symbol,name,industry,is_cycle_stock,notes,total_mv,circ_mv,amount,list_date,list_days,asof_date,universe_method,bias_notes
600105.SH,永鼎股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10666700.0,10666700.0,9455293.773,19970929,10496,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600015.SH,华夏银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10583400.0,10232500.0,359141.37600000005,20030912,8322,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601169.SH,北京银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10550300.0,10550300.0,546058.735,20070919,6854,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600875.SH,东方电气,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10420000.0,6819500.0,2074254.863,19951010,11216,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600886.SH,国投电力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10397800.0,9683000.0,483286.505,19960118,11116,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600010.SH,包钢股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10356800.0,7171900.000000001,1160150.361,20010309,9239,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000958.SZ,电投产融,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10293900.000000002,3025500.0,171794.66,19991223,9681,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600893.SH,航发动力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10257200.0,10255400.0,1321197.946,19960408,11035,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002602.SZ,世纪华通,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10127300.0,9338800.0,3169797.4099999997,20110728,5446,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600029.SH,南方航空,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10111500.0,7520200.0,1609134.064,20030725,8371,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000977.SZ,浪潮信息,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10069300.0,10058100.0,7383206.609,20000608,9513,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002230.SZ,科大讯飞,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10011900.0,9125000.0,1876254.733,20080512,6618,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002851.SZ,麦格米特,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,10005600.0,7881000.0,7008276.0770000005,20170306,3398,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688111.SH,金山办公,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9888100.0,9888100.0,1489285.5300000003,20191118,2411,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300620.SZ,光库科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9854100.0,9771900.0,6453626.66,20170310,3394,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300285.SZ,国瓷材料,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9811000.0,8400100.0,14738317.242,20120113,5277,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601689.SH,拓普集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9785800.0,9785800.0,2794143.309,20150319,4116,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000425.SZ,徐工机械,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9650000.0,7392800.0,1512483.889,19960828,10893,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301511.SZ,德福科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9615600.0,5715000.0,5703285.501,20230817,1043,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603083.SH,剑桥科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9589200.0,7176300.0,8355674.282,20171110,3149,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601800.SH,中国交建,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9566100.0,6916500.0,253716.103,20120309,5221,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601012.SH,隆基绿能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9555900.0,9555900.0,1886012.6439999999,20120411,5188,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603799.SH,华友钴业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9523500.0,9477700.0,3887795.4460000005,20150129,4165,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001389.SZ,广合科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9489100.0,3056400.0,2586551.7679999997,20240402,814,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688777.SH,中控技术,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9470500.0,9422800.0,2437219.527,20201124,2039,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002484.SZ,江海股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9442500.0,9108900.0,2322514.204,20100929,5748,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600585.SH,海螺水泥,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9406300.0,7099500.0,976910.1630000001,20020207,8904,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601006.SH,大秦铁路,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9335600.0,9335600.0,563889.596,20060801,7268,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002202.SZ,金风科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9250100.0,7366100.0,2869869.031,20071226,6756,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002001.SZ,新和成,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9220300.0,9110500.0,1098108.747,20040625,8035,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000636.SZ,风华高科,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9212100.0,9212100.0,11175159.672999999,19961129,10800,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600115.SH,中国东航,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9166400.0,7065400.0,1929894.242,19971105,10459,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600489.SH,中金黄金,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9156600.0,9156600.0,2209624.084,20030814,8351,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688200.SH,华峰测控,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9121000.0,9121000.0,2226526.875,20200218,2319,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300666.SZ,江丰电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9107000.0,7296799.999999999,8290035.117000001,20170615,3297,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002436.SZ,兴森科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9098400.0,8125500.0,8330294.68,20100618,5851,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300054.SZ,鼎龙股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9095000.0,7091400.0,4894598.885,20100211,5978,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688313.SH,仕佳光子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,9037000.0,9037000.0,5799104.123,20200812,2143,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000630.SZ,铜陵有色,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,8957500.0,7443500.0,3292808.007,19961120,10809,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688519.SH,南亚新材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,8936400.0,8936400.0,2577181.378,20200818,2137,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000617.SZ,中油资本,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,8900000.0,8900000.0,725757.265,19961022,10838,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
